artist,lastfm_listeners,lastfm_playcount,similar_1,similar_2,similar_3
The Champs,367574,1505647,Bill Haley & His Comets,Duane Eddy,The Coasters
The Changcuters,18265,324291,Naif,Tipe-X,Dewa
The Chats,235611,6095343,Stiff Richards,Amyl and the Sniffers,Drunk Mums
The Cheetah Girls,213475,2253313,Raven-Symoné,3LW,Ashley Tisdale
The Chemical Brothers,2677317,76493348,Fatboy Slim,The Crystal Method,The Prodigy
The Chesterfield Kings,28584,216912,The Fleshtones,The Cynics,The Fuzztones
The Chicks,329058,6642790,Miranda Lambert,Jo Dee Messina,Maren Morris
The Chiffons,338644,1794638,The Shirelles,Little Eva,The Orlons
The Chisel,34534,736091,Conservative Military Image,Chubby and The Gang,Skinhead
The Circle Session Players,3690,36414,Bill Cantos,Teres,Mark Rapp
The Civil Wars,834529,14697107,Ray LaMontagne,Damien Rice,Amos Lee
The Clash,3581164,125198296,Sex Pistols,Ramones,Joe Strummer and the Mescaleros
The Coasters,541386,3903055,Lloyd Price,The Clovers,Clyde McPhatter
The Coffinshakers,56695,1317123,The Ghastly Ones,Ghoultown,Hola Ghost
The Colourfield,43064,281053,Fun Boy Three,Terry Hall,The Icicle Works
The Comet Is Coming,187912,3746381,Sons of Kemet,Theon Cross,GoGo Penguin
The Coming Weak,999,10510,Monty Are I,Therefore I Am,Flight to Athena
The Communards,282624,1803496,Jimmy Somerville,Bronski Beat,Erasure
The Congos,237868,2381360,Black Uhuru,"Lee ""Scratch"" Perry",Culture
The Connells,279757,2431159,The Smithereens,Toad The Wet Sprocket,Eagle-Eye Cherry
The Contortionist,169889,7645009,TesseracT,Last Chance To Reason,Skyharbor
The Cookies,50405,258768,Little Eva,The Chiffons,Maxine Brown
The Cooltrane Quartet,94690,810529,48th St. Collective,Sarah Menescal,Jamie Lancaster
The Copyrights,52713,1883585,The Methadones,The Dopamines,The Riverboat Gamblers
The Countdown Kids,81605,1158030,Laurie Berkner,Elizabeth Mitchell,Sesame Street
The Country Side Of Harmonica Sam,3998,75585,,,
The County Medical Examiners,14586,227497,Gruesome Stuff Relish,Lord Gore,Blood Freak
The Covers Duo,13560,183474,Kotoband,94Stones,Iris ~Pamela Calvo~
The Cowboys,28698,273502,Royal Headache,together PANGEA,Jacuzzi Boys
The Cowsills,137521,862095,The Association,The Buckinghams,Spanky & Our Gang
The Cramps,884504,17899640,The Gun Club,The Damned,The Meteors
The Cranberries,4036369,122180998,Dolores O'Riordan,Alanis Morissette,Garbage
The Creepshow,100231,2994979,HorrorPops,Kitty in a Casket,The Brains
The Crystal Method,954512,19403482,Fluke,Overseer,The Chemical Brothers
The Crystals,604408,3867933,Bob B. Soxx & The Blue Jeans,Darlene Love,The Ronettes
The Crüxshadows,180807,5798590,Blutengel,The Last Dance,Bella Morte
The Cult,814526,14737030,The Mission,Death Cult,The Southern Death Cult
The Cure,4693986,312663876,Siouxsie and the Banshees,Bauhaus,Joy Division
The Daily Bred,1557,3696,"Jaz, The Legend",Ludo Cana,Audio Avenues
The Daktaris,59773,346147,The Poets of Rhythm,The Budos Band,Antibalas Afrobeat Orchestra
The Damned,700242,12565748,The Adverts,Buzzcocks,UK Subs
The Dandy Warhols,1445127,28898811,The Brian Jonestown Massacre,Black Rebel Motorcycle Club,The Black Angels
The Darkness,1165606,17218036,Thunder,Danko Jones,Stone Gods
The Darkraver,11007,50515,DJ Weirdo,DJ Gizmo,Forze DJ Team
The Dave Brubeck Quartet,996542,12012742,Dave Brubeck,Oscar Peterson Trio,Paul Desmond
The Day Everything Became Nothing,10469,271495,Mucupurulent,Die Pigeon Die,Negligent Collateral Collapse
The Dead Brothers,49533,837195,The Tiger Lillies,Circus Contraption,This Way To The Egress
The Dead Milkmen,308746,5992932,The Vandals,Operation Ivy,Dead Kennedys
The Decemberists,1760884,71814107,Tarkio,Colin Meloy,Death Cab for Cutie
The Del Fuegos,11158,88465,Danny & Dusty,Martin Briley,Robin Lane & The Chartbusters
The Del McCoury Band,67843,476305,The Seldom Scene,The Infamous Stringdusters,Tony Rice
The Del-Vikings,178160,906424,The Monotones,Danny & The Juniors,The Cleftones
The Deli,419544,4329302,Wun Two,nohidea,idealism
The Delirians,4190,24611,The Steady 45's,Matamoska!,The Bandulus
The Delta Bombers,10905,129632,The Baboons,Lee Rocker,The Hillbilly Moon Explosion
The Delta Riggs,74767,602328,British India,Ball Park Music,Lime Cordiale
The Destination,14560,48828,Peter Jacques Band,Nightlife Unlimited,Kat Mandu
The Devil Makes Three,235185,4829410,Brown Bird,The Dead South,The Haunted Windchimes
The Devil Wears Prada,782847,40089816,Like Moths to Flames,Fit For A King,Silent Planet
The Diamonds,140112,594913,The Del-Vikings,The Marcels,Tommy Edwards
The Dictators,110376,952569,Johnny Thunders & The Heartbreakers,MC5,Dead Boys
The Dillards,54851,540290,Lester Flatt & Earl Scruggs,Doc Watson,Dillard & Clark
The Dining Rooms,290500,4480318,Soma Sonic,The Funky Lowlives,Marsmobil
The Dirt Daubers,13141,135106,Jayke Orvis,Rachel Brooke,Black Eyed Vermillion
The Dirt Drifters,8245,50630,Chris Lane Band,Zane Williams,Curtis Grimes
The Disco Boys,230645,1587635,Marc Kiss,Sean Finn,Norman Doray
The Disney Afternoon Studio Chorus,39430,248816,Samuel E. Wright,The Rembrandts,Мурат Насыров
The Doc Watson Family,15046,88343,Bill Keith,Gaither Carlton,Hazel Dickens
The Dollyrots,66426,1112682,Go Betty Go,The Bombpops,Bowling for Soup
The Donnas,409923,6216084,Sahara Hotnights,The Dollyrots,The Distillers
The Doobie Brothers,1444190,18545764,Chicago,Boz Scaggs,Steely Dan
The Doors,4259315,190075321,Jim Morrison,Cream,Led Zeppelin
The Dramatics,316407,1821328,The Moments,Blue Magic,Teddy Pendergrass
The Dream Academy,251026,1934526,Thompson Twins,Howard Jones,The Fixx
The Dream Syndicate,95105,1087212,Steve Wynn,Rain Parade,Green on Red
The Dresden Dolls,922956,26882367,Amanda Palmer,Amanda Palmer & The Grand Theft Orchestra,Evelyn Evelyn
The Drifters,924056,6413704,Clyde McPhatter,The Everly Brothers,The Shirelles
The Dukes Of Stratosphear,76917,951830,Andy Partridge,Julian Cope,The Soft Boys
The Dust Brothers,252398,5046977,David Holmes,Trent Reznor and Atticus Ross,Rob Dougan
The Dwarf Chorus,74768,247379,Adriana Caselotti,Verna Felton,George Bruns
The Dynamics,108497,754997,Taggy Matcher,Red Astaire,Lord Echo
The Dø,555011,12929110,Moriarty,Cocoon,Lilly Wood & The Prick
The Early November,473500,11246520,I Can Make a Mess Like Nobody's Business,The Starting Line,Armor for Sleep
The Echelon Effect,238462,2272882,Random Forest,The American Dollar,Lights & Motion
The Echo Park Project,546,3005,Alfredito Linares,Tipica 73,Spanish Harlem Orchestra
The Edge Band,1449,33711,Cobweb,Oasis Thapa,Adrian Pradhan
The Elements,5071,126106,Phosphenes,Tribal Rain,Sajjan Raj Vaidya
The Elgins,170559,796032,The Velvelettes,Kim Weston,Eddie Holland
The Emotions,516080,2701296,Labelle,The Jones Girls,A Taste of Honey
The Encounter,25612,188443,Lazerpunk,Daniel Deluxe,Extra Terra
The English Concert,31860,272705,Musica Antiqua Köln,English Baroque Soloists,Academy of Ancient Music
The Epoxies,39061,661135,Roxy Epoxy And The Rebound,The Eyeliners,Fabulous Disaster
The Ergs!,80581,3517539,The Dopamines,Dear Landlord,RVIVR
The Ethiopians,235257,1649817,The Pioneers,Derrick Morgan,The Kingstonians
The EverLove,38868,358856,Oh The Larceny,Royal Deluxe,All Good Things
The Everly Brothers,832179,8139650,The Drifters,Fats Domino,Bobby Vee
The Exies,383181,4663717,Smile Empty Soul,Evans Blue,Deepfield
The Exploding Hearts,81759,1580783,Oblivians,Jay Reatard,Reatards
The Exploited,314717,7825507,The Casualties,GBH,UK Subs
The Falcon,71698,1364469,The Lawrence Arms,Dead to Me,Smoke or Fire
The Fastback,2315,25854,THE HUB CAPS,The Rockabilly Rebels,Simon Crashly & The Roadmasters
The Five Satins,237858,1164162,The Penguins,The Del-Vikings,The Spaniels
The Flamingos,448044,3056599,The Skyliners,The Penguins,Little Anthony & the Imperials
The Flatliners,174746,6469160,Dead to Me,Red City Radio,The Lawrence Arms
The Fleetwoods,249823,1893318,The Skyliners,Dion & The Belmonts,Bobby Vinton
The Fleshtones,50319,531797,The Cynics,Lyres,The Godfathers
The Flying Burrito Brothers,306447,3518910,Gram Parsons,The International Submarine Band,The Byrds
The Fortunes,138871,721824,Freddie & The Dreamers,Wayne Fontana & The Mindbenders,The New Seekers
The Foundations,852136,5098763,The Archies,The Four Tops,Frankie Valli & the Four Seasons
The Fratellis,2052140,43578170,Jon Fratelli,Dirty Pretty Things,Kaiser Chiefs
The Fray,3097902,72214983,Lifehouse,Augustana,Snow Patrol
The Frights,373851,7180875,Beach Goons,Vundabar,Jurassic Shark
The Front Bottoms,762920,51096695,MCCAFFERTY,Modern Baseball,The Flat Stanleys
The Funkees,83229,504238,The Hygrades,Ebo Taylor,Marijata
The Future Sound Of London,666131,14377267,Amorphous Androgynous,The Orb,Orbital
The Fuzztones,53992,591554,The Chesterfield Kings,The Nomads,The Cynics
The Ganja Kru,41116,197150,Total Science,DJ Hype,Origin Unknown
The Gap Band,530814,3742465,Cameo,Dazz Band,The Whispers
The Gathering,392152,21737534,Anneke van Giersbergen,Tristania,Theatre of Tragedy
The George Kaplan Conspiracy,37887,239854,Tample,Isaac Delusion,"Kid Francescoli, Julia Minkin"
The Ghastly Ones,77408,759670,The Bomboras,Satan's Pilgrims,The Guitaraculas
The Ghost Inside,333960,15975183,Stick to Your Guns,Bury Tomorrow,Fit For A King
The Gibson Brothers,33475,145935,Liquid Gold,Geraldine Hunt feat. Freddie James & Rosalind aka Cheri,Voggue
The Girl Next Door,117696,1414381,LAKEY INSPIRED,elijah who,90sFlav
The Gizmos,12529,156877,Dow Jones & The Industrials,Protex,The Eat
The Gladiators,284932,2653772,Israel Vibration,Ijahman Levi,Wailing Souls
The Go Getters,25065,213116,Black Raven,Hellbilly Boys,Wild Wax Combo
The Go-Go's,576148,4883801,The Bangles,Missing Persons,The B-52's
The Godfathers,50016,403010,Necro,Hoodoo Gurus,Marshall Crenshaw
The Godfathers Of Deep House SA,3104,23324,Buddynice,Gabbana,Brazo Wa Afrika
The Goo Goo Dolls,2181658,40719155,Matchbox Twenty,Gin Blossoms,Vertical Horizon
The Good The Bad and The Zugly,23034,712364,Kvelertak,Spidergawd,Gluecifer
The Grascals,21596,174153,Doyle Lawson & Quicksilver,IIIrd Tyme Out,Larry Sparks
The Great Old Ones,42942,866729,Saor,Regarde Les Hommes Tomber,Harakiri for the Sky
The Green,92518,1033130,Maoli,Common Kings,J Boog
The Greencards,52738,340302,Adrienne Young,Uncle Earl,Claire Lynch
The Greenhornes,344750,2952320,Holly Golightly,Allah-Las,Black Rebel Motorcycle Club
The Grogans,89195,1228409,The Terrys,Beddy Rays,Rum Jungle
The Growlers,741719,21214763,The Buttertones,Mystic Braves,Tijuana Panthers
The Guess Who,719523,6347968,Three Dog Night,Bachman-Turner Overdrive,Burton Cummings
The Gun Club,315484,5871561,The Cramps,Rowland S. Howard,Wipers
The HU,240244,4081906,,,
The Hampsters,95294,506994,Gummibär,Cartoons,Rednex
The Happy Fits,342580,9744780,Phoneboy,Jukebox the Ghost,Saint Motel
The Hard Aches,19581,367069,Foley!,PANDAmic,Columbus
The Harp and the Piano,1827,8011,Piano Genie,Poppie Swag,Kid Mini
The Haunted,307635,11236277,Hatesphere,Darkane,At the Gates
The Head And The Heart,1090591,21994619,Caamp,The Lumineers,Tall Heights
The Heavy,758034,12771229,The Revivalists,The Black Keys,Royal Deluxe
The Herbaliser,785535,11079333,9 Lazy 9,DJ Food,Funki Porcini
The Hertz,5573,91813,Lester Chong,Luna Is A Bep,Gigi Cheung
The Hextalls,10072,350209,Jetty Boys,Be My Doppelganger,Barrakuda McMurder
The Hillbilly Moon Explosion,86576,1587856,John Lindberg Trio,Imelda May,Lee Rocker
The Him,160238,1318227,Sam Feldt,Deepend,Mike Williams
The Hit Crew Kids,18510,116488,The Montreal Children's Workshop,Postman Pats Players,Children Music Unlimited
The Hit Parade,48510,464233,The Brilliant Corners,The June Brides,Mighty Mighty
The Hives,1893906,47801244,Eagles of Death Metal,The Vines,The Von Bondies
The Hollies,1335645,12727727,Manfred Mann,The Searchers,Herman's Hermits
The Holydrug Couple,375715,3352120,Levitation Room,Sugar Candy Mountain,Moses Gunn Collective
The Hose,16114,94906,The KGB's,The Raiders,Dj Gius
The Hub Caps,1918,11976,The Fastback,Tupelo Highshots,The Lennerockers
The Human Beinz,163991,925155,The Bobby Fuller Four,The Easybeats,The Grass Roots
The Human League,1512906,17093815,Heaven 17,Orchestral Manoeuvres in the Dark,Howard Jones
The Hush Sound,394925,14715305,Forgive Durden,The Academy Is...,Ludo
The Infamous Stringdusters,76658,834018,Kitchen Dwellers,Greensky Bluegrass,Yonder Mountain String Band
The Internet,1052776,29090938,Syd,Matt Martians,Steve Lacy
The Interrupters,195549,4920751,Rancid,Mad Caddies,Lars Frederiksen and the Bastards
The Intruders,125449,749903,The Stylistics,Brenda & The Tabulations,The Temprees
The Isaacs,12849,109529,The Hoppers,The Crabb Family,Gold City
The Isley Brothers,1415477,14541960,The O'Jays,Teddy Pendergrass,Commodores
The J. Geils Band,673495,4476162,Eddie Money,John Mellencamp,Loverboy
The Jackson 5,2543047,27511069,The Jacksons,Michael Jackson,Jermaine Jackson
The Jacksons,964590,8097552,Michael Jackson,The Jackson 5,Jermaine Jackson
The Jam,1135075,21432538,Paul Weller,The Style Council,The Undertones
The Jamborees,8944,169096,Twinkle Toes Music,The Playtime Allstars,Songs For Children
The James Hunter Six,110065,676763,James Hunter,Sharon Jones and the Dap-Kings,Saun & Starr
The Jansen,9429,357110,The Adams,Stand Here Alone,Reality Club
The Japanese House,959700,28498525,MUNA,Samia,Maggie Rogers
The Jayhawks,311438,5028618,Golden Smog,Son Volt,Whiskeytown
The Jeff Healey Band,216316,1912505,Jeff Healey,Kenny Wayne Shepherd Band,Jonny Lang
The Jerky Boys,42543,560327,Jim Florentine,Andrew Dice Clay,Tom Mabe
The Jesus and Mary Chain,1247996,38610201,Ride,Echo & the Bunnymen,The Psychedelic Furs
The Jimmy Castor Bunch,107320,509696,The Beginning Of The End,The J.B.'s,Slave
The Jon Spencer Blues Explosion,354259,5124037,Boss Hog,The Breeders,Frank Black
The Jones Girls,140123,838349,Jean Carn,MFSB,The Emotions
The Jud Conlon Chorus,37097,151519,Oliver Wallace,Verna Felton,Adriana Caselotti
The Keys,6023,55171,Melys,El Goodo,Paul Collins' Beat
The Kgb's,20242,145454,Dj Phil Ty,Tuneboy,The Raiders
The Kiboomers,88375,2793932,Little Baby Bum Nursery Rhyme Friends,Mother Goose Club,Vicky Arlidge
The Kid LAROI,2002301,122473567,,,
The Kiddie Katz,4616,14438,The Preschoolers,Doc McStuffins,Sheriff Callie
The Kill,10394,296621,Super Fun Happy Slide,Captain Cleanoff,Noisear
The Killers,6118704,300855899,Brandon Flowers,Kings of Leon,Snow Patrol
The Kills,1329170,44887896,The Dead Weather,Blood Red Shoes,Black Rebel Motorcycle Club
The King Khan & BBQ Show,158878,2293982,King Khan & The Shrines,Black Lips,King Tuff
The Kingsmen,438813,2083391,The Troggs,Paul Revere & The Raiders,? and the Mysterians
The Kinks,2944487,77048649,Dave Davies,The Who,Small Faces
The Klingonz,37461,416570,Hellbillys,Coffin Nails,Phantom Rockers
The Klinik,21428,325521,Borghesia,Absolute Body Control,Klinik
The Knack,700775,4194601,Cheap Trick,The Cars,The Romantics
The Knife,1559041,64488032,Fever Ray,Austra,Ladytron
The Knocks,653901,8366838,Great Good Fine OK,Roosevelt,St. Lucia
The Kooks,3378229,135759410,The Wombats,Razorlight,The Fratellis
The Kovenant,100091,3211986,Old Man's Child,Samael,Arcturus
The LOX,200344,1230978,Jadakiss,Styles P,Sheek Louch
The Lancashire Hotpots,15021,244637,Kunt and the Gang,Ivor Biggun,Bernard Cribbins
The Landers,7162,111532,Varinder Brar,Jassa Dhillon,Jordan Sandhu
The Last Ten Seconds of Life,53705,1380915,,,
The Laurie Berkner Band,31847,698910,Elizabeth Mitchell,Raffi,Caspar Babypants
The Lawrence Arms,208567,10234020,The Falcon,Dead to Me,Red City Radio
The Lay-Backs,101491,739528,solitudes,Kazuhiro Hotaru,Solvekin
The Learning Station,20784,149306,Amy Liz,Patty Shukla,Susan Salidor
The Leather Nun,17879,151331,Virgin Prunes,Chrome,Fad Gadget
The Lemonheads,646830,9992674,Evan Dando,Buffalo Tom,Sugar
The Libertines,1621534,52327339,Babyshambles,Dirty Pretty Things,Peter Doherty
The Lil Smokies,9285,88671,Trout Steak Revival,The Travelin' McCourys,Horseshoes & Hand Grenades
The Lillingtons,71850,1987769,Teenage Bottlerocket,Riverdales,The Methadones
The Limit,7714,44991,Windjammer,Krystol,The Cool Notes
The Little 'uns,22732,205566,Susan Salidor,Kids TV 123,The Montreal Children's Workshop
The Little Sunshine Kids,59485,952272,The Wiggles,Pinkfong,Raffi
The Little Willies,195739,1467021,Norah Jones,The Peter Malick Group,Puss N Boots
The Local Train,44949,1864663,Anuv Jain,Mohit Chauhan,Naalayak
The Lonely Heartstring Band,5935,29206,The Unseen Strangers,Front Country,Mile Twelve
The Lonely Island,1169071,34417397,Flight of the Conchords,"""Weird Al"" Yankovic",Bo Burnham
The Lonesome Trio,3293,13468,The Unseen Strangers,Old Salt Union,Honeybucket
The Louvin Brothers,124088,1228570,Porter Wagoner,The Stanley Brothers,Webb Pierce
The Love Doctor,2125,10482,David Brinston,Love Doctor,Kenne' Wayne
The Love Unlimited Orchestra,114398,612487,Love Unlimited,Barry White,MFSB
The Loved Ones,117396,2810613,Dead to Me,The Lawrence Arms,Banner Pilot
The Lovin' Spoonful,986736,8174292,The Turtles,The Young Rascals,Tommy James & The Shondells
The Lumineers,2289568,75581147,Vance Joy,The Head and the Heart,Caamp
The Maccabees,1160770,25987839,Mystery Jets,Bombay Bicycle Club,Foals
The Machine,45918,668923,Colour Haze,Causa Sui,The Re-Stoned
The Maddox Brothers & Rose,8572,57473,The Notorious Cherry Bombs,Ty England,Rose Maddox
The Magician,291259,2195633,Purple Disco Machine,The Supermen Lovers,Hayden James
The Magnetic Fields,1078639,52639591,The 6ths,Stephin Merritt,Future Bible Heroes
The Maile Serenaders,3253,17233,Keauhou,Alex Kaeck,John K. Almeida
The Main Ingredient,227301,1349178,The Dramatics,The Stylistics,The Sylvers
The Maine,910799,38512171,All Time Low,The Summer Set,Grayscale
The Mamas & The Papas,2372526,34869936,The Lovin' Spoonful,Cass Elliot,Donovan
The Manges,18912,345681,The Apers,Retarded,Beatnik Termites
The Manhattans,206957,1357601,The Stylistics,Blue Magic,The Chi-Lites
The Marcels,163449,781019,The Crests,The Regents,The Del-Vikings
The Marked Men,42315,1484904,Radioactivity,Night Birds,Mind Spiders
The Marías,1656104,102185127,Clairo,Men I Trust,Tokyo Tea Room
The Mash,20252,101269,David Essex,Leo Sayer,Paula Carolina
The Masked Pianoman,52215,264210,Milana Zilnik,Ledetraad,Jordane Tumarinson
The Masochist,21343,135999,Catscan,Masters Of Ceremony,DJ Promo
The Mauskovic Dance Band,37154,238128,Yin Yin,Mildlife,Babe Rainbow
The Mayries,158382,1176020,Colin & Caroline,Megan Davies,William Fitzsimmons
The Meatmen,21306,285166,Dwarves,Dr. Know,Government Issue
The Memories,129073,1236424,Tomorrows Tulips,Habibi,Beach Fossils
The Meow Meows,3564,28446,ChainSka Brassika,Cartoon Violence,Soul Radics
The Meteors,166697,3621187,Demented Are Go!,Batmobile,Guana Batz
The Mighty Imperials,65765,331696,The Sugarman 3,The Poets of Rhythm,The Budos Band
The Mighty Mighty Bosstones,698760,11954735,Reel Big Fish,Mustard Plug,Less Than Jake
The Millennial Club,170812,2765674,Lauv,Jeremy Zucker,Devin Kennedy
The Minds Of 99,40338,1813161,Tobias Rahim,andreas odbjerg,Suspekt
The Minions,199927,2080061,Heitor Pereira,Spongebob Squarepants,Pinkfong
The Miracles,457289,2464458,Smokey Robinson and The Miracles,The Four Tops,The Temptations
The Mission,279042,4881366,The Sisters of Mercy,Fields of the Nephilim,Rosetta Stone
The Monkees,1412552,17430701,The Beach Boys,The Lovin' Spoonful,The Association
The Monroe Brothers,11701,41195,Jim and Jesse,Reno & Smiley,The Blue Sky Boys
The Montreal Children's Workshop,11627,49545,All 4 Kids,The Little 'uns,Kid Patrol
The Moody Blues,1130446,16653477,Justin Hayward,Procol Harum,Yes
The Moonglows,123852,470358,The Jive Five,The Crests,The Orioles
The Motels,182353,1120177,The Fixx,Quarterflash,The Go-Go's
The Mr. T Experience,58891,1253399,Screeching Weasel,The Queers,Teen Idols
The Muffs,170047,2328841,The Queers,The Dollyrots,Babes in Toyland
The Naked And The Dead,22556,218519,Voodoo Church,Altar de Fey,Scarlet's Remains
The Nasty Boyz,13310,82675,2 Best Enemies,Davide Sonar,The KGB's
The National,2343444,195921382,Matt Berninger,EL VY,Frightened Rabbit
The Native,40621,252863,Pentire,Paris Youth Foundation,Glass Caves
The Neighbourhood,3271595,289726526,Jesse®,Beach Weather,Arctic Monkeys
The Nerves,128489,1252848,The Records,The Plimsouls,Alex Chilton
The New Birth,70707,310216,The Dramatics,L.T.D.,Enchantment
The New Mastersounds,174974,2135514,Lettuce,The Greyboy Allstars,Galactic
The New Pornographers,853449,30367605,A.C. Newman,Destroyer,The Shins
The New Seekers,102251,552968,The Fortunes,Freddie & The Dreamers,Adam Faith
The Nightraver,9693,44632,Forze DJ Team,Tony Salmonelli,Vanugenth the 5th
The Nightwriters,17726,47990,The Todd Terry Project,Kevin Irving,Cultural Vibe
The Nixons,69874,430725,Sponge,Better Than Ezra,Oleander
The Notorious B.I.G.,3587484,90899667,2Pac,Dr. Dre,Mobb Deep
The Nursery Rhymes Superstar,110,1295,Nursery Rhymes,The Playtime Allstars,Billy Bear & Friends
The O'Jays,804645,5700278,Harold Melvin & The Blue Notes,Teddy Pendergrass,The Spinners
